MAGs	gene	start	end	Length	S	E	strand	orientation	contig
GCA_015487885.1	hybD	27897	28373	476	10583	11059	1	1	WFOU01000047.1_28
GCA_015487885.1	hypA	28656	29030	374	11342	11716	1	1	WFOU01000047.1_29
GCA_015487885.1	protein	29027	29689	662	11713	12375	1	1	WFOU01000047.1_30
GCA_015487885.1	hypB	29948	30616	668	12634	13302	1	1	WFOU01000047.1_31
GCA_015487885.1	hypF	30630	31661	1031	13316	14347	1	1	WFOU01000047.1_32
GCA_015487885.1	hypF	3	1670	1667	50	1717	1	1	WFOU01000102.1_1
GCA_015487885.1	protein	2312	2521	209	2359	2568	1	1	WFOU01000102.1_2
GCA_015487885.1	protein	2511	2861	350	2558	2908	1	1	WFOU01000102.1_3
GCA_015487885.1	hypC	2923	3228	305	2970	3275	1	1	WFOU01000102.1_4
GCA_015487885.1	hypD	3225	4340	1115	3272	4387	1	1	WFOU01000102.1_5
GCA_015487885.1	hypE	4340	5401	1061	4387	5448	1	1	WFOU01000102.1_6
GCA_015487885.1	protein	5815	6048	233	5862	6095	-1	1	WFOU01000102.1_7
GCA_015492145.1	protein	33948	34790	842	50	892	1	1	WGFQ01000170.1_27
GCA_015492145.1	hoxY	34833	35615	782	935	1717	1	1	WGFQ01000170.1_28
GCA_015492145.1	hoxH	35602	36912	1310	1704	3014	1	1	WGFQ01000170.1_29
GCA_015492145.1	hybD	37301	37771	470	3403	3873	1	1	WGFQ01000170.1_30
GCA_015492145.1	fumA	38056	38934	878	4158	5036	1	1	WGFQ01000170.1_31
GCA_015492145.1	fumB	39003	39617	614	5105	5719	1	1	WGFQ01000170.1_32
GCA_015492145.1	hydA	40158	41267	1109	6260	7369	1	1	WGFQ01000170.1_33
GCA_015492145.1	hydB	41267	42982	1715	7369	9084	1	1	WGFQ01000170.1_34
GCA_015492145.1	hydC	42993	43685	692	9095	9787	1	1	WGFQ01000170.1_35
GCA_015492145.1	hydD	43740	44216	476	9842	10318	1	1	WGFQ01000170.1_36
GCA_015492145.1	hypA	44499	44873	374	10601	10975	1	1	WGFQ01000170.1_37
GCA_015492145.1	protein	44870	45532	662	10972	11634	1	1	WGFQ01000170.1_38
GCA_015492145.1	hypB	45792	46460	668	11894	12562	1	1	WGFQ01000170.1_39
GCA_015492145.1	hypF	46474	48738	2264	12576	14840	1	1	WGFQ01000170.1_40
GCA_015492145.1	protein	49382	49591	209	15484	15693	1	1	WGFQ01000170.1_41
GCA_015492145.1	protein	49581	49931	350	15683	16033	1	1	WGFQ01000170.1_42
GCA_015492145.1	hypC	49993	50298	305	16095	16400	1	1	WGFQ01000170.1_43
GCA_015492145.1	hypD	50295	51410	1115	16397	17512	1	1	WGFQ01000170.1_44
GCA_015492145.1	hypE	51410	52471	1061	17512	18573	1	1	WGFQ01000170.1_45
GCA_015492145.1	protein	53142	54341	1199	19244	20443	-1	1	WGFQ01000170.1_46
GCA_015490415.1_1	hoxY	1	609	608	50	658	1	1	WFXW01000494.1_1
GCA_015490415.1_1	hoxH	596	1906	1310	645	1955	1	1	WFXW01000494.1_2
GCA_015490415.1_2	fumB	1	414	413	50	463	1	1	WFXW01000290.1_1
GCA_015490415.1_2	hydA	1004	2113	1109	1053	2162	1	1	WFXW01000290.1_2
GCA_015490415.1_2	hydB	2113	3828	1715	2162	3877	1	1	WFXW01000290.1_3
GCA_015490415.1_2	hydC	3839	4531	692	3888	4580	1	1	WFXW01000290.1_4
GCA_015490415.1_2	hydD	4586	5062	476	4635	5111	1	1	WFXW01000290.1_5
GCA_015490415.1_2	hypA	5344	5718	374	5393	5767	1	1	WFXW01000290.1_6
GCA_015490415.1_2	protein	5715	6377	662	5764	6426	1	1	WFXW01000290.1_7
GCA_015490415.1_3	protein	6073	6282	209	50	259	1	1	WFXW01000492.1_6
GCA_015490415.1_3	protein	5733	6083	350	249	599	1	1	WFXW01000492.1_5
GCA_015490415.1_3	hypC	5366	5671	305	661	966	1	1	WFXW01000492.1_4
GCA_015490415.1_3	hypD	4254	5369	1115	963	2078	1	1	WFXW01000492.1_3
GCA_015490415.1_3	hypE	3193	4254	1061	2078	3139	1	1	WFXW01000492.1_2
GCA_015490415.1_3	protein	1323	2522	1199	3810	5009	-1	1	WFXW01000492.1_1
GCA_015491795.1	hoxY	19922	20704	782	50	832	1	1	WFVF01000070.1_22
GCA_015491795.1	hoxH	18625	19935	1310	819	2129	1	1	WFVF01000070.1_21
GCA_015491795.1	hybD	17765	18502	737	2252	2989	1	1	WFVF01000070.1_20
GCA_015491795.1	fumA	16602	17480	878	3274	4152	1	1	WFVF01000070.1_19
GCA_015491795.1	fumB	15919	16533	614	4221	4835	1	1	WFVF01000070.1_18
GCA_015491795.1	Uncharacterized protein	15539	16075	536	4679	5215	-1	1	WFVF01000070.1_17
GCA_015491795.1	hydA	14038	15147	1109	5607	6716	1	1	WFVF01000070.1_16
GCA_015491795.1	hydB	12323	14038	1715	6716	8431	1	1	WFVF01000070.1_15
GCA_015491795.1	hydC	11620	12312	692	8442	9134	1	1	WFVF01000070.1_14
GCA_015491795.1	hydD	11089	11565	476	9189	9665	1	1	WFVF01000070.1_13
GCA_015491795.1	hypA	10432	10806	374	9948	10322	1	1	WFVF01000070.1_12
GCA_015491795.1	Urease accessory protein	9773	10435	662	10319	10981	1	1	WFVF01000070.1_11
GCA_015491795.1	hypB	8846	9514	668	11240	11908	1	1	WFVF01000070.1_10
GCA_015491795.1	hypF	6568	8832	2264	11922	14186	1	1	WFVF01000070.1_9
GCA_015491795.1	DUF2281 domain-containing protein	5714	5923	209	14831	15040	1	1	WFVF01000070.1_8
GCA_015491795.1	Addiction module antitoxin	5374	5724	350	15030	15380	1	1	WFVF01000070.1_7
GCA_015491795.1	hypC	5007	5312	305	15442	15747	1	1	WFVF01000070.1_6
GCA_015491795.1	hypD	3895	5010	1115	15744	16859	1	1	WFVF01000070.1_5
GCA_015491795.1	hypE	2834	3895	1061	16859	17920	1	1	WFVF01000070.1_4
GCA_015491795.1	RING-type domain-containing protein	964	2163	1199	18591	19790	-1	1	WFVF01000070.1_3
GCA_015491795.1	hybD	17765	18502	737	50	787	1	1	WFVF01000070.1_20
GCA_015491795.1	fumA	16602	17480	878	1072	1950	1	1	WFVF01000070.1_19
GCA_015491795.1	fumB	15919	16533	614	2019	2633	1	1	WFVF01000070.1_18
GCA_015491795.1	protein	15539	16075	536	2477	3013	-1	1	WFVF01000070.1_17
GCA_015491795.1	hydA	14038	15147	1109	3405	4514	1	1	WFVF01000070.1_16
GCA_015491795.1	hydB	12323	14038	1715	4514	6229	1	1	WFVF01000070.1_15
GCA_015491795.1	hydC	11620	12312	692	6240	6932	1	1	WFVF01000070.1_14
GCA_015491795.1	hydD	11089	11565	476	6987	7463	1	1	WFVF01000070.1_13
GCA_015491795.1	hypA	10432	10806	374	7746	8120	1	1	WFVF01000070.1_12
GCA_015491795.1	protein	9773	10435	662	8117	8779	1	1	WFVF01000070.1_11
GCA_015491795.1	hypB	8846	9514	668	9038	9706	1	1	WFVF01000070.1_10
GCA_015491795.1	hypF	6568	8832	2264	9720	11984	1	1	WFVF01000070.1_9
GCA_015491795.1	protein	5714	5923	209	12629	12838	1	1	WFVF01000070.1_8
GCA_015491795.1	protein	5374	5724	350	12828	13178	1	1	WFVF01000070.1_7
GCA_015491795.1	hypC	5007	5312	305	13240	13545	1	1	WFVF01000070.1_6
GCA_015491795.1	hypD	3895	5010	1115	13542	14657	1	1	WFVF01000070.1_5
GCA_015491795.1	hypE	2834	3895	1061	14657	15718	1	1	WFVF01000070.1_4
GCA_015491795.1	protein	964	2163	1199	16389	17588	-1	1	WFVF01000070.1_3
GCA_015493075.1	hoxY	6085	6870	785	50	835	1	1	WGDV01000412.1_6
GCA_015493075.1	hoxH	6857	8194	1337	822	2159	1	1	WGDV01000412.1_7
GCA_015493075.1	hybD	8403	8882	479	2368	2847	1	1	WGDV01000412.1_9
GCA_015493075.1	ysdC	9378	10436	1058	3343	4401	1	1	WGDV01000412.1_10
GCA_015493075.1	protein	10708	12633	1925	4673	6598	-1	1	WGDV01000412.1_11
GCA_015493075.1	protein	13080	14537	1457	7045	8502	-1	1	WGDV01000412.1_12
GCA_015493075.1_1	hydA	7710	8831	1121	50	1171	1	1	WGDV01000317.1_9
GCA_015493075.1_1	hydB	5995	7710	1715	1171	2886	1	1	WGDV01000317.1_8
GCA_015493075.1_1	hydC	5288	5983	695	2898	3593	1	1	WGDV01000317.1_7
GCA_015493075.1_1	hydD	4690	5187	497	3694	4191	1	1	WGDV01000317.1_6
GCA_015493075.1_1	hypA	4259	4630	371	4251	4622	1	1	WGDV01000317.1_5
GCA_015493075.1_1	hypB	3573	4241	668	4640	5308	1	1	WGDV01000317.1_4
GCA_015493075.1_1	protein	3025	3405	380	5476	5856	-1	1	WGDV01000317.1_3
GCA_015493075.1_1	protein	2774	3028	254	5853	6107	-1	1	WGDV01000317.1_2
GCA_015493075.1_1	hypF	298	2577	2279	6304	8583	1	1	WGDV01000317.1_1
GCA_015493075.1_2	hypD	6405	7001	596	50	646	1	1	WGDV01000360.1_5
GCA_015493075.1_2	protein	4189	6315	2126	736	2862	1	1	WGDV01000360.1_4
GCA_015493075.1_2	hypE	2834	3919	1085	3132	4217	1	1	WGDV01000360.1_3
GCA_015491485.1	hoxY	6078	6863	785	50	835	1	1	WFVT01000085.1_6
GCA_015491485.1	hoxH	4754	6091	1337	822	2159	1	1	WFVT01000085.1_5
GCA_015491485.1	protein	4586	4702	116	2211	2327	1	1	WFVT01000085.1_4
GCA_015491485.1	hybD	4066	4545	479	2368	2847	1	1	WFVT01000085.1_3
GCA_015491485.1	ysdC	2512	3570	1058	3343	4401	1	1	WFVT01000085.1_2
GCA_015491485.1	Uncharacterized protein	315	2240	1925	4673	6598	1	1	WFVT01000085.1_1
GCA_015491485.1	hydA	6171	7292	1121	50	1171	1	1	WFVT01000278.1_9
GCA_015491485.1	hydB	4456	6171	1715	1171	2886	1	1	WFVT01000278.1_8
GCA_015491485.1	hydC	3749	4444	695	2898	3593	1	1	WFVT01000278.1_7
GCA_015491485.1	hydD	3151	3648	497	3694	4191	1	1	WFVT01000278.1_6
GCA_015491485.1	hypA	2720	3091	371	4251	4622	1	1	WFVT01000278.1_5
GCA_015491485.1	hypB	2034	2702	668	4640	5308	1	1	WFVT01000278.1_4
GCA_015491485.1	protein	1486	1866	380	5476	5856	-1	1	WFVT01000278.1_3
GCA_015491485.1	protein	1235	1489	254	5853	6107	-1	1	WFVT01000278.1_2
GCA_015491485.1	hypF	1	1038	1037	6304	7341	1	1	WFVT01000278.1_1
GCA_015488025.1	hoxY	4176	4961	785	50	835	1	1	WFOR01000184.1_4
GCA_015488025.1	hoxH	4948	6285	1337	822	2159	1	1	WFOR01000184.1_5
GCA_015488025.1	protein	6337	6453	116	2211	2327	1	1	WFOR01000184.1_6
GCA_015488025.1	hybD	6494	6973	479	2368	2847	1	1	WFOR01000184.1_7
GCA_015488025.1	protein	7469	8527	1058	3343	4401	1	1	WFOR01000184.1_8
GCA_015488025.1	protein	8799	10724	1925	4673	6598	1	1	WFOR01000184.1_9
GCA_015488025.1_1	hydA	6590	7711	1121	50	1171	1	1	WFOR01000193.1_7
GCA_015488025.1_1	hydB	7711	9426	1715	1171	2886	1	1	WFOR01000193.1_8
GCA_015488025.1_1	hydC	9438	10133	695	2898	3593	1	1	WFOR01000193.1_9
GCA_015488025.1_1	hydD	10234	10731	497	3694	4191	1	1	WFOR01000193.1_10
GCA_015488025.1_1	hypA	10791	11162	371	4251	4622	1	1	WFOR01000193.1_11
GCA_015488025.1_1	hypB	11180	11848	668	4640	5308	1	1	WFOR01000193.1_12
GCA_015488025.1_2	protein	5938	6318	380	50	430	-1	1	WFOR01000362.1_7
GCA_015488025.1_2	protein	5687	5941	254	427	681	-1	1	WFOR01000362.1_6
GCA_015488025.1_2	hypF	3211	5490	2279	878	3157	1	1	WFOR01000362.1_5
GCA_015488025.1_2	protein	1729	1944	215	4424	4639	1	1	WFOR01000362.1_4
GCA_015488025.1_2	protein	1389	1739	350	4629	4979	1	1	WFOR01000362.1_3
GCA_015488025.1_2	hypC	1007	1306	299	5062	5361	1	1	WFOR01000362.1_2
GCA_015488025.1_2	hypD	3	1010	1007	5358	6365	1	1	WFOR01000362.1_1
JZ2_202007_bins_101_1	protein	11865	12326	461	50	511	1	1	JZ-2_202007_bins_101_scaffold_67_12
JZ2_202007_bins_101_1	protein	12349	13161	812	534	1346	1	1	JZ-2_202007_bins_101_scaffold_67_13
JZ2_202007_bins_101_1	hoxY	13165	14031	866	1350	2216	1	1	JZ-2_202007_bins_101_scaffold_67_14
JZ2_202007_bins_101_1	protein	14034	14288	254	2219	2473	-1	1	JZ-2_202007_bins_101_scaffold_67_15
JZ2_202007_bins_101_1	hoxH	14700	15989	1289	2885	4174	1	1	JZ-2_202007_bins_101_scaffold_67_16
JZ2_202007_bins_101_1	hybD	15991	16449	458	4176	4634	1	1	JZ-2_202007_bins_101_scaffold_67_17
JZ2_202007_bins_101_1	hydA	16681	17793	1112	4866	5978	1	1	JZ-2_202007_bins_101_scaffold_67_18
JZ2_202007_bins_101_1	hydB	17796	19511	1715	5981	7696	1	1	JZ-2_202007_bins_101_scaffold_67_19
JZ2_202007_bins_101_2	hydC	245	934	689	50	739	1	1	JZ-2_202007_bins_101_scaffold_45_1
JZ2_202007_bins_101_2	hydD	1205	1684	479	1010	1489	1	1	JZ-2_202007_bins_101_scaffold_45_2
JZ2_202007_bins_101_2	Cytochrome c family protein	1745	2293	548	1550	2098	1	1	JZ-2_202007_bins_101_scaffold_45_3
JZ2_202007_bins_101_2	hypA	2454	2813	359	2259	2618	1	1	JZ-2_202007_bins_101_scaffold_45_4
JZ2_202007_bins_101_2	hicB	3085	3339	254	2890	3144	-1	1	JZ-2_202007_bins_101_scaffold_45_5
JZ2_202007_bins_101_2	hypA	3435	3782	347	3240	3587	1	1	JZ-2_202007_bins_101_scaffold_45_6
JZ2_202007_bins_101_2	hypB	3876	4613	737	3681	4418	1	1	JZ-2_202007_bins_101_scaffold_45_7
JZ2_202007_bins_101_2	hypF	4558	7011	2453	4363	6816	1	1	JZ-2_202007_bins_101_scaffold_45_8
JZ2_202007_bins_101_2	hypC	7064	7324	260	6869	7129	1	1	JZ-2_202007_bins_101_scaffold_45_9
JZ2_202007_bins_101_2	Cupin domain protein	7321	7641	320	7126	7446	1	1	JZ-2_202007_bins_101_scaffold_45_10
JZ2_202007_bins_101_2	hypD	7655	8746	1091	7460	8551	1	1	JZ-2_202007_bins_101_scaffold_45_11
JZ2_202007_bins_101_2	hypE	8809	9882	1073	8614	9687	1	1	JZ-2_202007_bins_101_scaffold_45_12
JZ2_202007_bins_101_2	sigma54	9916	11268	1352	9721	11073	1	1	JZ-2_202007_bins_101_scaffold_45_13
JZ2_202007_bins_101_2	protein	11501	12412	911	11306	12217	1	1	JZ-2_202007_bins_101_scaffold_45_14
JZ2_202101_bins_2_1	protein	11866	12327	461	50	511	1	1	JZ-2_202101_bins_2_scaffold_70_11
JZ2_202101_bins_2_1	protein	12350	13162	812	534	1346	1	1	JZ-2_202101_bins_2_scaffold_70_12
JZ2_202101_bins_2_1	hoxY	13166	14032	866	1350	2216	1	1	JZ-2_202101_bins_2_scaffold_70_13
JZ2_202101_bins_2_1	protein	14035	14289	254	2219	2473	-1	1	JZ-2_202101_bins_2_scaffold_70_14
JZ2_202101_bins_2_1	hoxH	14701	15990	1289	2885	4174	1	1	JZ-2_202101_bins_2_scaffold_70_15
JZ2_202101_bins_2_1	hybD	15992	16450	458	4176	4634	1	1	JZ-2_202101_bins_2_scaffold_70_16
JZ2_202101_bins_2_1	hydA	16682	17794	1112	4866	5978	1	1	JZ-2_202101_bins_2_scaffold_70_17
JZ2_202101_bins_2_1	hydB	17797	19512	1715	5981	7696	1	1	JZ-2_202101_bins_2_scaffold_70_18
JZ2_202101_bins_2_2	hydC	248	937	689	50	739	1	1	JZ-2_202101_bins_2_scaffold_42_1
JZ2_202101_bins_2_2	hydD	1208	1687	479	1010	1489	1	1	JZ-2_202101_bins_2_scaffold_42_2
JZ2_202101_bins_2_2	Cytochrome c family protein	1748	2296	548	1550	2098	1	1	JZ-2_202101_bins_2_scaffold_42_3
JZ2_202101_bins_2_2	hypA	2457	2816	359	2259	2618	1	1	JZ-2_202101_bins_2_scaffold_42_4
JZ2_202101_bins_2_2	hicB	3088	3342	254	2890	3144	-1	1	JZ-2_202101_bins_2_scaffold_42_5
JZ2_202101_bins_2_2	hypA	3438	3785	347	3240	3587	1	1	JZ-2_202101_bins_2_scaffold_42_6
JZ2_202101_bins_2_2	hypB	3879	4616	737	3681	4418	1	1	JZ-2_202101_bins_2_scaffold_42_7
JZ2_202101_bins_2_2	hypF	4561	7014	2453	4363	6816	1	1	JZ-2_202101_bins_2_scaffold_42_8
JZ2_202101_bins_2_2	hypC	7067	7327	260	6869	7129	1	1	JZ-2_202101_bins_2_scaffold_42_9
JZ2_202101_bins_2_2	protein	7324	7644	320	7126	7446	1	1	JZ-2_202101_bins_2_scaffold_42_10
JZ2_202101_bins_2_2	hypD	7658	8749	1091	7460	8551	1	1	JZ-2_202101_bins_2_scaffold_42_11
JZ2_202101_bins_2_2	hypE	8812	9885	1073	8614	9687	1	1	JZ-2_202101_bins_2_scaffold_42_12
JZ2_202101_bins_2_2	sigma54	9919	11271	1352	9721	11073	1	1	JZ-2_202101_bins_2_scaffold_42_13
JZ2_202101_bins_2_2	protein	11504	12415	911	11306	12217	1	1	JZ-2_202101_bins_2_scaffold_42_14
JZ1_202101_bins_107_1	protein	11854	12315	461	50	511	1	1	JZ-1_202101_bins_107_scaffold_76_11
JZ1_202101_bins_107_1	protein	12338	13150	812	534	1346	1	1	JZ-1_202101_bins_107_scaffold_76_12
JZ1_202101_bins_107_1	hoxY	13154	14020	866	1350	2216	1	1	JZ-1_202101_bins_107_scaffold_76_13
JZ1_202101_bins_107_1	protein	14023	14277	254	2219	2473	-1	1	JZ-1_202101_bins_107_scaffold_76_14
JZ1_202101_bins_107_1	hoxS	14689	15978	1289	2885	4174	1	1	JZ-1_202101_bins_107_scaffold_76_15
JZ1_202101_bins_107_1	hybD	15980	16438	458	4176	4634	1	1	JZ-1_202101_bins_107_scaffold_76_16
JZ1_202101_bins_107_1	hydA	16670	17782	1112	4866	5978	1	1	JZ-1_202101_bins_107_scaffold_76_17
JZ1_202101_bins_107_1	hydB	17785	19500	1715	5981	7696	1	1	JZ-1_202101_bins_107_scaffold_76_18
JZ1_202101_bins_107_2	protein	2	301	299	50	349	1	1	JZ-1_202101_bins_107_scaffold_4_1
JZ1_202101_bins_107_2	hydC	550	1239	689	598	1287	1	1	JZ-1_202101_bins_107_scaffold_4_2
JZ1_202101_bins_107_2	hydD	1510	1989	479	1558	2037	1	1	JZ-1_202101_bins_107_scaffold_4_3
JZ1_202101_bins_107_2	Cytochrome c family protein	2050	2598	548	2098	2646	1	1	JZ-1_202101_bins_107_scaffold_4_4
JZ1_202101_bins_107_2	hypA	2759	3118	359	2807	3166	1	1	JZ-1_202101_bins_107_scaffold_4_5
JZ1_202101_bins_107_2	hicB	3390	3644	254	3438	3692	-1	1	JZ-1_202101_bins_107_scaffold_4_6
JZ1_202101_bins_107_2	hypA	3740	4087	347	3788	4135	1	1	JZ-1_202101_bins_107_scaffold_4_7
JZ1_202101_bins_107_2	hypB	4181	4918	737	4229	4966	1	1	JZ-1_202101_bins_107_scaffold_4_8
JZ1_202101_bins_107_2	hypF	4863	7316	2453	4911	7364	1	1	JZ-1_202101_bins_107_scaffold_4_9
JZ1_202101_bins_107_2	hypC	7369	7629	260	7417	7677	1	1	JZ-1_202101_bins_107_scaffold_4_10
JZ1_202101_bins_107_2	Cupin domain protein	7626	7946	320	7674	7994	1	1	JZ-1_202101_bins_107_scaffold_4_11
JZ1_202101_bins_107_2	hypD	7960	9051	1091	8008	9099	1	1	JZ-1_202101_bins_107_scaffold_4_12
JZ1_202101_bins_107_2	hypE	9114	10187	1073	9162	10235	1	1	JZ-1_202101_bins_107_scaffold_4_13
JZ1_202101_bins_107_2	sigma54	10221	11573	1352	10269	11621	1	1	JZ-1_202101_bins_107_scaffold_4_14
JZ1_202101_bins_107_2	protein	11806	12717	911	11854	12765	1	1	JZ-1_202101_bins_107_scaffold_4_15
GCA_015490205.1	hoxY	13860	14645	785	50	835	1	1	WFYE01000411.1_9
GCA_015490205.1	hoxH	12536	13873	1337	822	2159	1	1	WFYE01000411.1_8
GCA_015490205.1	protein	12368	12484	116	2211	2327	1	1	WFYE01000411.1_7
GCA_015490205.1	hybD	11848	12327	479	2368	2847	1	1	WFYE01000411.1_6
GCA_015490205.1	ysdC	10294	11352	1058	3343	4401	1	1	WFYE01000411.1_5
GCA_015490205.1	hydA	6531	7652	1121	50	1171	1	1	WFYE01000315.1_9
GCA_015490205.1	hydB	4816	6531	1715	1171	2886	1	1	WFYE01000315.1_8
GCA_015490205.1	hydC	4109	4804	695	2898	3593	1	1	WFYE01000315.1_7
GCA_015490205.1	hydD	3511	4008	497	3694	4191	1	1	WFYE01000315.1_6
GCA_015490205.1	hypA	3080	3451	371	4251	4622	1	1	WFYE01000315.1_5
GCA_015490205.1	hypB	2394	3062	668	4640	5308	1	1	WFYE01000315.1_4
GCA_015490205.1	protein	1846	2226	380	5476	5856	-1	1	WFYE01000315.1_3
GCA_015490205.1	protein	1595	1849	254	5853	6107	-1	1	WFYE01000315.1_2
GCA_015490205.1	hypF	1	1398	1397	6304	7701	1	1	WFYE01000315.1_1
GCA_015490205.1	protein	12095	12310	215	50	265	1	1	WFYE01000318.1_12
GCA_015490205.1	protein	12300	12509	209	255	464	1	1	WFYE01000318.1_13
GCA_015490205.1	hypC	12732	13031	299	687	986	1	1	WFYE01000318.1_14
GCA_015490205.1	hypD	13028	14128	1100	983	2083	1	1	WFYE01000318.1_15
GCA_015490205.1	protein	14218	16344	2126	2173	4299	1	1	WFYE01000318.1_16
GCA_015490205.1	hypE	16614	17699	1085	4569	5654	1	1	WFYE01000318.1_17
GCA_011375275.1	hydA	456	1565	1109	50	1159	1	1	DRLW01000135.1_1
GCA_011375275.1	hydB	1565	3280	1715	1170	2885	1	1	DRLW01000135.1_2
GCA_011375275.1	hydC	3291	3983	692	2896	3588	1	1	DRLW01000135.1_3
GCA_011375275.1	hydD	4242	4718	476	3847	4323	1	1	DRLW01000135.1_4
GCA_011375275.1	hoxH	3	998	995	50	1045	1	1	DRLW01000130.1_1
GCA_011375275.1	hybD	1548	2018	470	1595	2065	1	1	DRLW01000130.1_2
GCA_011375275.1	fumA	2304	3182	878	2351	3229	1	1	DRLW01000130.1_3
GCA_011375275.1	protein	2895	3104	209	50	259	-1	1	DRLW01000599.1_5
GCA_011375275.1	protein	2555	2905	350	269	619	-1	1	DRLW01000599.1_4
GCA_011375275.1	hypC	2187	2492	305	556	861	-1	1	DRLW01000599.1_3
GCA_011375275.1	hypD	1075	2190	1115	864	1979	-1	1	DRLW01000599.1_2 
GCA_011375275.1	hypE	14	1075	1061	1979	3040	-1	1	DRLW01000599.1_1

